true_class,evidence_set_network__ACC,evidence_set_network__BLCA,evidence_set_network__BRCA,evidence_set_network__CESC,evidence_set_network__COAD,evidence_set_network__DLBC,evidence_set_network__GBMLGG,evidence_set_network__HNSC,evidence_set_network__KIPAN,evidence_set_network__KIRC,evidence_set_network__LAML,evidence_set_network__LGG,evidence_set_network__LIHC,evidence_set_network__LUAD,evidence_set_network__LUSC,evidence_set_network__OV,evidence_set_network__PAAD,evidence_set_network__PCPG,evidence_set_network__PRAD,evidence_set_network__SARC,evidence_set_network__SKCM,evidence_set_network__STES,evidence_set_network__TGCT,evidence_set_network__THCA,evidence_set_network__THYM,evidence_set_network__UCEC
PRAD,0.015266811,0.013590536,0.038569145,0.014851835,0.012517132,0.0060057444,0.08780752,0.0119044995,0.037124354,0.030679183,0.018064668,0.06497128,0.02927953,0.0058109057,0.01327947,0.039601896,0.033217233,0.017936511,0.351557,0.036562398,0.021085596,0.036774643,0.017629124,0.01763973,0.02391954,0.0043537654
SKCM,0.010738363,0.052314054,0.00203411,0.037179787,0.040609233,0.04601461,0.00022268803,0.03722496,0.00031150714,0.000116882096,7.8779485e-05,0.00045521578,0.027866585,0.04307856,0.13830471,0.002034273,0.038850386,0.000273618,0.00024459747,0.002936662,0.43369752,0.031380862,0.010303464,1.1512149e-06,0.0023661517,0.041361284
KIPAN,0.058079273,0.055298768,0.061608564,0.055598885,0.050238606,0.050885797,0.007303289,0.05813746,0.019306773,0.008882136,0.011433484,0.012781223,0.062123533,0.04340078,0.032706518,0.029446047,0.060853034,0.02161681,0.020586114,0.025344811,0.13529086,0.021498693,0.03558951,0.004492133,0.022423638,0.035073258
UCEC,0.083776005,0.06381824,0.0058384654,0.035766028,0.116123386,0.04533298,0.0007852851,0.05800062,0.0070298347,0.004993178,0.0003344605,0.0017452161,0.020209985,0.042871144,0.12787248,0.00059399,0.0032367613,0.0010503858,0.00033092318,0.009474425,0.09054554,0.056242995,0.009807254,4.558796e-05,0.0014632156,0.21271154
LAML,0.036171455,0.010147233,0.037885305,0.02778908,0.01225536,0.03761201,0.060081903,0.031494923,0.060525794,0.054598715,0.039894942,0.06793313,0.050995924,0.03599102,0.0315864,0.016522449,0.046342663,0.045657303,0.06965338,0.042061724,0.0059002563,0.0073282127,0.046361748,0.06686239,0.045728385,0.012618306
BRCA,0.013751574,0.008999742,0.042430535,0.039660845,0.022978814,0.03437519,0.055101182,0.01804491,0.04438457,0.054884207,0.058811586,0.053893447,0.021594444,0.009213025,0.012681726,0.074625365,0.024533592,0.04707778,0.04270079,0.056929853,0.11839876,0.004329461,0.059350066,0.024974419,0.05232606,0.0039481134
GBMLGG,0.0050545624,0.032276183,0.027984943,0.012081673,0.006656378,0.013402395,0.21708937,0.0021685914,0.02989748,0.058001958,0.0072551914,0.004883437,0.030618053,0.003386767,0.014535622,0.01256664,0.00436523,0.004765631,0.034311514,0.03010062,0.01611402,0.122557186,0.0046329927,0.0047026323,0.005052379,0.29553843
OV,0.039686855,0.035826728,0.05017934,0.0024647785,0.041241586,0.004936075,0.052994587,0.28922978,0.002506995,0.0017464551,0.021510258,0.042354155,0.015380945,0.03262903,0.047427982,0.12638734,0.05927214,0.0014070643,0.0042041787,0.04660546,0.0038147084,0.0422078,0.009029285,0.0012187704,0.0067428756,0.018994853
STES,0.010677418,0.074454375,0.02583373,0.005360266,0.01855666,0.019423088,0.046084773,0.3253399,0.0030311034,0.0006802444,0.0018866896,0.0758454,0.022659076,0.09027374,0.035249416,0.06594547,0.04337396,0.00074720883,0.001360359,0.0069893617,0.03264952,0.084320925,0.0010675346,0.00047251812,0.0016130747,0.006104162
BRCA,0.06285382,0.022013722,0.50901693,0.01343975,0.033535067,0.00918966,0.04643914,0.03229413,0.008367057,0.006461064,0.0057984274,0.052987818,0.025147103,0.018745743,0.024500886,0.007688517,0.0057431846,0.0058830143,0.0067972234,0.0063723,0.005943595,0.031682882,0.009143293,0.0048050233,0.0065347874,0.038615838
PRAD,0.20677541,0.046901304,0.0010363868,0.027766805,0.09591495,0.12089744,4.9095408e-05,0.021850929,0.00035877217,0.00021471373,4.5300898e-05,3.9694532e-05,0.07053595,0.076763175,0.092688024,0.0013232894,0.048034605,0.00051701296,0.00018586923,0.0006112263,0.09946514,0.03047631,0.009696339,1.3829143e-06,0.002240565,0.045610324
BRCA,0.041234292,0.010546057,0.24598171,0.02373543,0.020894222,0.010658476,0.02282972,0.04977757,0.024301805,0.09985985,0.15507075,0.02169383,0.01411248,0.013006181,0.013845906,0.032159608,0.012247902,0.018524036,0.02615577,0.03144627,0.017621024,0.011775446,0.029218508,0.030113228,0.0162407,0.006949255
BRCA,0.049958084,0.058684427,0.036996547,0.06808006,0.06876109,0.06585938,0.019035498,0.06085135,0.014950427,0.01973732,0.01149631,0.02042612,0.068666205,0.042067766,0.06151757,0.053130526,0.052523777,0.0170696,0.00950328,0.010797346,0.09541103,0.021810537,0.026799796,0.0012176844,0.017021863,0.027626486
LUSC,0.012208714,0.22566488,0.005553905,0.010446132,0.04052345,0.06682392,0.003085863,0.1432869,0.0007405337,0.00012910734,0.00011190424,0.0005443341,0.04276588,0.06898907,0.05835413,0.0088774515,0.021215707,0.00028511506,7.209055e-05,0.0014406928,0.053937953,0.20818608,0.00067871646,1.5771444e-05,8.813857e-05,0.02597357
KIPAN,0.04055638,0.060274042,0.02509559,0.07817404,0.031250075,0.22083071,0.013907105,0.054998398,0.026932875,0.023021018,0.006420246,0.01712628,0.052124683,0.02675947,0.02686227,0.046619505,0.046312213,0.017847694,0.015122685,0.0179546,0.04023343,0.012077435,0.055289686,0.0065347035,0.010324558,0.027350355
KIPAN,0.17491253,0.2108263,0.00025535404,0.024451368,0.03563147,0.011105988,4.5959234e-05,0.0254911,6.827215e-05,1.6928529e-05,3.6110232e-05,7.128553e-05,0.10852501,0.11134267,0.08093116,0.0007114515,0.059030194,0.00012379898,1.935552e-06,0.0029021932,0.040040568,0.08319703,0.0012603187,3.895268e-07,0.00063408166,0.028386436
CESC,0.028015632,0.03488527,0.025967117,0.03912981,0.052092496,0.051178634,0.013541995,0.053906467,0.014971148,0.0072951545,0.007078604,0.015247803,0.04433694,0.032091107,0.26436204,0.0140663795,0.04692992,0.015544077,0.023373533,0.032370858,0.08396129,0.034259237,0.014555683,0.005779055,0.007921138,0.037138663
UCEC,0.0009655899,0.03822752,0.00054417766,0.018669877,0.016548987,0.0020141327,8.351978e-07,0.002801642,3.541364e-07,5.215543e-08,2.2588026e-10,7.725082e-09,0.0065396205,0.027281338,0.07178701,1.1711041e-06,3.1892737e-06,5.121903e-10,7.871014e-10,3.9382503e-06,0.025117123,0.03923398,3.9604018e-07,5.557902e-12,6.1285554e-08,0.75025904
KIPAN,0.048738915,0.044452053,0.024981346,0.058663223,0.023606712,0.03323458,0.057580892,0.038230658,0.041658342,0.080944695,0.008804186,0.07064137,0.032519642,0.06963067,0.044880215,0.070223324,0.025670003,0.015918672,0.050290186,0.026132766,0.025839522,0.013840522,0.050652772,0.009242698,0.012560397,0.02106165
STES,0.043100778,0.045196503,0.088621296,0.001869939,0.07258518,0.0072378786,0.0062207496,0.22401775,0.0016384628,0.0006369751,0.004131787,0.010069278,0.022893367,0.0407789,0.103425264,0.05615589,0.14664799,0.0010010111,0.0013821162,0.042065393,0.0044388394,0.05560653,0.0019272596,0.0001397435,0.0026766537,0.015534461
KIPAN,0.086399116,0.034106318,0.029430583,0.030569501,0.02570703,0.027090851,0.041471273,0.07527399,0.079840705,0.0833099,0.012472154,0.022036819,0.047728047,0.030074907,0.05200574,0.03016027,0.02935499,0.010861486,0.020773916,0.043829136,0.07652858,0.032304905,0.025456399,0.019028384,0.013562204,0.020622674
KIPAN,0.02870624,0.012250681,0.047553036,0.04849826,0.0045123408,0.026820887,0.035750024,0.00899445,0.04239772,0.034036364,0.047985345,0.039159246,0.055794727,0.0020464656,0.010764427,0.033169523,0.004161598,0.29197282,0.050003964,0.026957503,0.0027991668,0.0052158874,0.051536947,0.03133173,0.053044498,0.0045361556
PCPG,0.024651423,0.025972147,0.078669816,0.026541842,0.029410535,0.023586376,0.06252755,0.007650098,0.05755379,0.03370912,0.026650788,0.029656593,0.007855016,0.009080313,0.027167015,0.030648036,0.025831472,0.086373836,0.031199394,0.07068471,0.013032419,0.03234834,0.099256195,0.043102883,0.025870906,0.070969366
SKCM,0.020495586,0.006545788,0.012300005,0.008770659,0.030450461,0.02480726,0.011537954,0.015445918,0.012620972,0.012416684,0.0057164286,0.017340837,0.0137687195,0.021679297,0.0055871825,0.01343301,0.014362086,0.015668413,0.028891303,0.014762286,0.08679649,0.004281258,0.012016385,0.5809294,0.006345548,0.003030021
BRCA,0.047509827,0.100248694,0.03562861,0.014570924,0.007150884,0.018935744,0.04954548,0.02345137,0.035954013,0.052996997,0.05089852,0.06371997,0.046224736,0.026292488,0.015407679,0.05464761,0.040789794,0.050255835,0.045794867,0.053408395,0.013009619,0.017624473,0.04839459,0.047671206,0.034345023,0.0055226297
THYM,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154
BRCA,0.0040066065,0.041301582,0.28494835,0.029664872,0.055802315,0.010854142,0.03964158,0.040132795,0.01770016,0.019393884,0.0029118513,0.062651604,0.02416301,0.06119343,0.0393431,0.0046789027,0.003865818,0.0023795532,0.0072766948,0.0028505921,0.017634954,0.080657035,0.01006483,0.0032952984,0.0035025522,0.1300846
BRCA,0.012489019,0.058422953,0.05403587,0.0061099036,0.03029299,0.009299516,0.094184704,0.035280913,0.005371918,0.0068796654,0.0030508495,0.10899973,0.03920133,0.054126468,0.03331796,0.23817416,0.05424318,0.002943217,0.005831298,0.031228358,0.010503831,0.05209625,0.007994914,0.0017939381,0.0036276148,0.040499546
SKCM,0.33584335,0.031624917,0.0008964055,0.02729753,0.07322162,0.05358433,0.0018786384,0.0609745,0.00037885315,0.0009320022,0.00039418394,0.0012234312,0.008835839,0.051005386,0.069583215,0.0017213733,0.024340833,0.0027634571,0.00024402114,0.0024056914,0.17375626,0.032326758,0.010141385,0.0010917668,0.005267312,0.028266879
LGG,0.0005707951,0.000431348,0.00044697578,0.00017350374,0.00013760361,0.00013861807,0.434148,0.00067705225,0.00012632806,0.00011721939,0.00020532688,0.55302924,0.0002985996,0.00038399512,0.0001823581,0.0041911476,0.0004295625,0.00053615565,0.00011380205,0.0023160651,0.0005870919,0.0002307346,0.00012539016,3.5599347e-05,8.770331e-05,0.0002797886
THCA,0.006844787,0.015619213,0.010682017,0.013887574,0.0020528438,0.0029195985,0.013638721,0.013518562,0.008669484,0.0111463545,0.012265668,0.013830714,0.012207614,0.0017324918,0.005038215,0.00923379,0.011238363,0.012819824,0.0123692695,0.015637035,0.24937417,0.0072838864,0.011580746,0.5058607,0.015909918,0.00463856
KIPAN,0.04345977,0.035373796,0.06316946,0.045110527,0.053887017,0.026082437,0.047120254,0.030400692,0.044470355,0.06442079,0.019887108,0.034098636,0.05364445,0.03481962,0.054499835,0.04512611,0.024823671,0.012880518,0.040627014,0.040597733,0.035119962,0.03483948,0.035093017,0.009969323,0.023524763,0.04695373
BRCA,0.01143169,0.020233836,0.37685287,0.01983575,0.026555123,0.03184077,0.007983529,0.016752722,0.01634797,0.014158709,0.010074586,0.007465334,0.021213476,0.011678594,0.0124426065,0.012156529,0.018624548,0.25237423,0.009715799,0.010140381,0.016011331,0.009031821,0.025749361,0.005776666,0.009494077,0.026057633
BRCA,0.024230052,0.1529884,0.07957079,0.08139321,0.049116474,0.10416235,0.0030628266,0.06664977,0.0018350013,0.0019145629,0.0006334927,0.0066032046,0.019186532,0.03563167,0.15670292,0.0013562916,0.004323054,0.0014557076,0.0016758903,0.0061838697,0.04524,0.06829327,0.005973044,8.449051e-05,0.0036798262,0.07805339
SKCM,0.011347843,0.024479922,0.00012612568,0.0041390313,0.09440826,0.046135608,1.0914492e-05,0.015518061,3.655181e-05,7.724211e-06,5.922262e-08,1.4342766e-07,0.0018860225,0.09812347,0.09810064,7.899787e-06,5.1596766e-05,1.594047e-07,2.4444677e-07,9.356218e-05,0.4185761,0.14900202,1.4833816e-05,3.9421e-09,3.5011594e-06,0.037929818
GBMLGG,0.0025308446,0.0026652417,0.054313507,0.007620339,0.001538399,0.0020925456,0.22700825,0.0022366086,0.0038146358,0.0043013995,0.0058151716,0.628887,0.001852599,0.0047216234,0.0029311338,0.0055314247,0.005316801,0.0034607705,0.0028090489,0.004890962,0.0010432015,0.005422267,0.0034797438,0.0026148204,0.0034124202,0.009689203
LUSC,0.007349874,0.10028834,0.0047061117,0.07771725,0.071276546,0.082707375,0.0006950118,0.11695442,4.2949367e-05,2.2998436e-05,1.3765552e-05,0.00020903454,0.021426199,0.111662306,0.11988875,0.0011522376,0.016593358,1.2879883e-05,9.537957e-06,0.0009199371,0.03851762,0.09811238,0.00036206248,2.9317468e-08,0.00043078812,0.12892826
PRAD,0.03335687,0.0241624,0.04028822,0.030592289,0.020697057,0.029730354,0.04686344,0.07865257,0.037300505,0.04338462,0.03442802,0.043926086,0.06252404,0.045404024,0.013389684,0.04902891,0.042457666,0.05295328,0.05412156,0.036900736,0.006222801,0.016070012,0.05742709,0.048257247,0.041091844,0.010768665
BRCA,0.046091884,0.047764335,0.07021112,0.0023274666,0.0038429927,0.043743294,0.0685136,0.019399764,0.045518912,0.04900387,0.050237287,0.036110844,0.050285514,0.01701105,0.02567065,0.04194468,0.04864321,0.049841117,0.041371565,0.029478543,0.001317386,0.0069592437,0.048817195,0.04916743,0.04738923,0.0593378
BLCA,0.010415044,0.17837915,0.0013671586,0.012059945,0.12644342,0.015542245,4.133043e-05,0.116088554,0.0005200603,8.00301e-05,4.054305e-05,8.605191e-05,0.010039719,0.028257089,0.15169756,0.0010718259,0.044925928,0.00014731614,2.3577146e-05,0.0005384521,0.05843611,0.11728264,0.00049299025,1.2500673e-06,0.000817255,0.12520474
GBMLGG,0.029833272,0.03879866,0.024299255,0.030378697,0.033837162,0.014576611,0.1574071,0.058970872,0.03488645,0.019860346,0.016683897,0.030676005,0.04847877,0.08006974,0.04880343,0.02703202,0.04202397,0.011047778,0.017890079,0.018422706,0.09932858,0.0134567665,0.07230106,0.0044255783,0.013637878,0.01287328
BRCA,0.0076656677,0.013118226,0.3332359,0.008790638,0.0367512,0.026121197,0.0140806995,0.16865355,0.010922623,0.007158768,0.018632866,0.015296918,0.011024965,0.0149407685,0.058595054,0.10276411,0.05644269,0.007199471,0.006055154,0.012029785,0.0029273985,0.024886552,0.0065855747,0.0034438309,0.0067574405,0.02591902
TGCT,0.039911974,0.026970744,0.0361764,0.027003365,0.042901207,0.021279993,0.031008767,0.037010223,0.045281883,0.033555157,0.01324844,0.021795724,0.041244924,0.05582984,0.018901533,0.060606163,0.047681194,0.029008694,0.01923055,0.04361878,0.019255392,0.015409009,0.2151921,0.012879372,0.023206616,0.02179192
KIPAN,0.01834526,0.0024688952,0.0009836832,0.0040445225,0.0009151013,0.033208046,0.00066512375,0.0018883247,0.42392504,0.4784972,0.0009474719,0.0013672863,0.002645358,0.004819719,0.0034632515,0.00095325336,0.0035586625,0.0008608675,0.0026133156,0.0015404997,0.0023429187,0.0036759237,0.0029734815,0.00047167053,0.0015614155,0.0012637633
LGG,0.010561667,0.018712416,0.018121542,0.00935062,0.02897683,0.005418556,0.118282676,0.06261183,0.009645133,0.0050569093,0.0056262016,0.23509608,0.009128755,0.047429845,0.06331058,0.18522634,0.051319916,0.0056263474,0.012166697,0.019219372,0.0046256487,0.039884456,0.0057950453,0.0033669486,0.008576007,0.01686354
THCA,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154
KIPAN,0.032947905,0.06377387,0.061589975,0.036957912,0.0519817,0.038363166,0.01319062,0.056510232,0.037848774,0.02495109,0.024535941,0.03083277,0.030101217,0.033071686,0.047756582,0.05749652,0.058153547,0.033673093,0.024766149,0.035302456,0.02251623,0.025483254,0.08639535,0.021189084,0.035171892,0.015438976
OV,0.03965438,0.029826913,0.05782526,0.04546008,0.025059877,0.028392788,0.062167168,0.04528049,0.029497072,0.034295555,0.022676917,0.025091305,0.07068083,0.038986634,0.04996669,0.048969224,0.025210695,0.01652129,0.017236065,0.03958532,0.11015959,0.016054273,0.030421117,0.031512585,0.025649393,0.03381857
STES,0.007975034,0.01596299,0.0072374623,0.003554349,0.71738535,0.010389702,0.0032999266,0.059895005,0.002112773,0.00067925564,0.00071454933,0.0053230925,0.009088197,0.008164909,0.013435952,0.011379488,0.019631142,0.0005636479,0.00050349045,0.005512977,0.017856387,0.06520636,0.0009251833,4.928965e-05,0.0017525443,0.01140098
THYM,0.029258009,0.0050619333,0.011110302,0.008034801,0.0061706016,0.0067293574,0.0054482035,0.010476117,0.008321341,0.009436248,0.011959004,0.009004736,0.31366557,0.006279605,0.0066346913,0.010011027,0.004580297,0.33006412,0.0047749076,0.010574289,0.0108981,0.008312277,0.011180385,0.016061574,0.014151049,0.13180152
LUSC,0.0109328395,0.11470944,0.00057705794,0.005056191,0.013798316,0.01694874,0.00022126189,0.42052308,6.889585e-05,1.878521e-05,0.00013271807,0.000156696,0.0021131306,0.020294039,0.1361233,0.0009836981,0.05760842,3.169785e-05,1.7814862e-05,0.0009961833,0.042524476,0.13316226,0.00015702944,1.1355864e-06,0.00047702494,0.02236572
HNSC,0.009585521,0.08568593,0.036546912,0.0059613273,0.074473165,0.0072685415,0.06684801,0.06775878,0.005121277,0.0026806328,0.0038074183,0.06989566,0.06531397,0.051176812,0.12683164,0.1652202,0.061447475,0.002257769,0.0045498875,0.036879897,0.008730663,0.022808945,0.002943237,0.0012329692,0.004587441,0.01038594
LUSC,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154
PCPG,0.028182268,0.011428166,0.016574904,0.028597962,0.005829227,0.022875465,0.12904601,0.06639387,0.067032106,0.048709616,0.03822809,0.041225996,0.11573367,0.05326407,0.006063059,0.051296774,0.017721672,0.03832677,0.038994376,0.036142167,0.0029998042,0.0119594205,0.037215162,0.045066524,0.0323078,0.008784997
KIRC,0.07991988,0.019535907,0.025997166,0.03484082,0.03846194,0.017028432,0.056687072,0.058721583,0.029705914,0.05966045,0.02660452,0.048145954,0.031775445,0.12753044,0.014485176,0.031313684,0.022956174,0.025783109,0.03732325,0.03775654,0.027584422,0.0053881574,0.07401058,0.03221267,0.02182346,0.014747234
SKCM,0.069114186,0.07900167,0.0020881568,0.0044165594,0.02704672,0.01707429,0.0007942857,0.011618774,0.0007206449,0.0003465156,0.00033683304,0.00016283903,0.0029620116,0.10116926,0.012401427,0.00026288108,0.0022847445,0.0003618913,0.00060628797,0.0005334616,0.6349985,0.014605466,0.0019454926,0.00197027,0.00057156483,0.012605303
SARC,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154
DLBC,0.050063558,0.040284295,0.044667397,0.047478717,0.02536813,0.16622056,0.014122722,0.05889714,0.016105391,0.02424909,0.011290879,0.040633745,0.057832018,0.066816725,0.022421982,0.034975015,0.042809144,0.024025958,0.009225156,0.043307755,0.041375343,0.027198022,0.02941067,0.011623517,0.025253784,0.024343196
LUAD,0.00810672,0.049950056,0.010054601,0.023111852,0.04520428,0.012772666,0.01103502,0.13886572,0.0032743716,0.0009243508,0.0012652006,0.0046069045,0.017922457,0.14076151,0.17952646,0.019905291,0.08346827,0.00241585,0.0023978397,0.032355856,0.027819758,0.15522236,0.002948277,0.0010307886,0.0023528354,0.02270071
BRCA,0.0063346685,0.0046346784,0.055907283,0.0066260286,0.023621,0.037854474,0.07135046,0.013502231,0.069353424,0.05590659,0.03303423,0.075577274,0.010052435,0.015360365,0.041767634,0.05974867,0.0088672,0.03663605,0.09345834,0.07376704,0.031702068,0.0047831456,0.05586287,0.021897295,0.0870482,0.0053463783
BRCA,0.017390035,0.22607554,0.12840962,0.0762667,0.06766148,0.038453326,0.0058055487,0.059520923,0.004254093,0.0022417996,0.0020092966,0.0060052145,0.0076334155,0.03875968,0.0669078,0.0074755237,0.007850624,0.0027728572,0.0021836227,0.0050955545,0.016724294,0.042494744,0.006767867,0.0026212558,0.0067163487,0.15190281
KIRC,0.029315827,0.026358385,0.03482399,0.0635586,0.027317438,0.02145891,0.053435802,0.0439645,0.020822525,0.06734596,0.041434083,0.044360224,0.043725926,0.03772896,0.031632975,0.06208196,0.02729241,0.05351288,0.04055094,0.05881023,0.006211909,0.00763604,0.059071712,0.04050311,0.050183106,0.006861593
LUSC,0.008706014,0.1387648,0.01995497,0.006924464,0.017769525,0.00572434,0.0005697096,0.37112126,0.00017371515,0.00010264346,0.0007925117,0.0005330042,0.004415769,0.011342872,0.23524763,0.0025016498,0.010321943,7.220609e-05,5.862593e-05,0.0010590187,0.022638962,0.09280177,0.0022793012,8.739841e-06,0.0010339953,0.045080602
